	0 || 0
outbalance	0 || 0
outbid	0 || 0
outdistance	0 || 0
outdo	0 || 2
outfit	0 || 1
outfit	0 || 1
outflank	0 || 2
outfox	3 || 0
outgo	0 || 0
outgo	0 || 0
outlast	0 || 0
outlaw	1 || 1
outlaw	0 || 0
outlaw	1 || 0
outline	0 || 0
outline	0 || 1
outlive	0 || 0
outmatch	0 || 0
outperform	0 || 0
output	0 || 2
output	0 || 0
outrage	2 || 1
outrage	2 || 0
outride	0 || 0
outsmart	3 || 0
outstrip	0 || 0
outwear	1 || 1
outweigh	0 || 0
outwit	3 || 0
over	0 || 0
over	0 || 2
over	0 || 1
overbalance	0 || 1
overcharge	0 || 0
overcharge	0 || 0
overcloud	0 || 1
overcome	1 || 4
overcompensate	3 || 2
overdo	1 || 0
overdraw	1 || 0
overeat	0 || 0
overestimate	0 || 0
overestimate	1 || 0
overextend	0 || 0
overgorge	0 || 0
overhaul	0 || 1
overhaul	0 || 0
overhear	0 || 0
overindulge	0 || 0
overlap	0 || 0
overlap	1 || 0
overlay	0 || 1
overlay	0 || 0
overlie	0 || 0
overleap	0 || 0
overlook	0 || 1
overlook	1 || 1
overpower	0 || 0
overreach	4 || 0
override	0 || 1
override	1 || 0
overrule	0 || 0
oversee	0 || 0
overstate	1 || 0
overstep	0 || 1
overstrain	0 || 0
overstrain	0 || 0
overstretch	0 || 1
oversupply	0 || 0
oversupply	1 || 0
overtake	0 || 2
overthrow	0 || 0
overthrow	1 || 0
overtop	1 || 0
overturn	2 || 0
overturn	2 || 0
overvalue	1 || 0
overwhelm	0 || 0
owe	0 || 0
own	0 || 0
own	1 || 0
pace	1 || 1
pace	2 || 1
pack	1 || 3
pack	3 || 2
pack	1 || 3
pack	3 || 2
package	0 || 0
package	0 || 0
pad	0 || 0
pad	0 || 1
paddle	3 || 0
paddle	2 || 0
page	1 || 1
page	0 || 0
paginate	0 || 0
pain	17 || 1
pain	10 || 1
paint	2 || 0
paint	0 || 0
paint	2 || 0
paint	0 || 0
pair	0 || 1
pair	1 || 2
pair	0 || 1
pair	1 || 2
palaver	4 || 0
palaver	2 || 2
palisade	0 || 1
palisade	0 || 0
pall	1 || 0
pall	2 || 4
palliate	1 || 0
palm	0 || 0
palm	0 || 0
palpate	0 || 0
palpitate	3 || 1
pan	0 || 0
pan	1 || 1
paper	0 || 2
paper	0 || 0
par	0 || 2
par	0 || 0
parachute	0 || 0
parachute	0 || 0
parade	0 || 0
parade	1 || 0
paraphrase	0 || 0
paraphrase	1 || 0
parcel	0 || 0
parcel	0 || 0
pare	3 || 0
pare	3 || 0
parent	0 || 0
parent	0 || 3
parry	0 || 0
parry	1 || 0
part	2 || 8
part	1 || 3
part	0 || 0
partake	0 || 0
partake	0 || 0
participate	0 || 1
partition	1 || 1
partition	0 || 0
partition	1 || 1
partition	0 || 0
partner	0 || 0
partner	0 || 0
partner	0 || 0
partner	0 || 0
party	0 || 2
party	0 || 0
pass	3 || 3
pass	6 || 8
pass	0 || 1
pass	3 || 3
pass	6 || 8
pass	0 || 1
pass	3 || 3
pass	6 || 8
pass	0 || 1
pass	3 || 3
pass	6 || 8
pass	0 || 1
pass	3 || 3
pass	6 || 8
pass	0 || 1
pass	3 || 3
pass	6 || 8
pass	0 || 1
pass	3 || 3
pass	6 || 8
pass	0 || 1
pass	3 || 3
pass	6 || 8
pass	0 || 1
pass	3 || 3
pass	6 || 8
pass	0 || 1
pass	3 || 3
pass	6 || 8
pass	0 || 1
pass	3 || 3
pass	6 || 8
pass	0 || 1
pass	3 || 3
pass	6 || 8
pass	0 || 1
pass	3 || 3
pass	6 || 8
pass	0 || 1
pass	3 || 3
pass	6 || 8
pass	0 || 1
paste	0 || 0
paste	0 || 0
pasture	0 || 0
pasture	0 || 0
patch	7 || 3
patch	0 || 1
patronage	1 || 2
patronage	0 || 0
patronise	0 || 0
patronize	0 || 0
pattern	1 || 3
pattern	0 || 2
pause	0 || 0
pause	0 || 0
pave	0 || 1
pave	0 || 0
pawn	0 || 2
pawn	0 || 0
pay	0 || 0
pay	0 || 5
pay	0 || 0
pay	0 || 5
pay	0 || 0
pay	0 || 5
pay	0 || 0
pay	0 || 5
pay	0 || 0
pay	0 || 5
peach	0 || 3
peach	0 || 0
peak	1 || 1
peak	1 || 0
peak	0 || 0
peal	1 || 0
peal	0 || 0
peck	3 || 4
peck	1 || 2
peculate	0 || 1
pedal	0 || 0
pedal	0 || 0
pedal	0 || 0
pee	0 || 0
pee	0 || 0
pee-pee	0 || 0
peek	0 || 0
peek	0 || 1
peel	1 || 0
peel	2 || 0
peer	0 || 0
peer	0 || 0
peg	3 || 0
peg	4 || 1
peg	3 || 0
peg	4 || 1
pelt	0 || 0
pelt	0 || 0
pelt	0 || 0
pelt	0 || 0
pen	1 || 0
pen	0 || 1
penalise	2 || 1
pencil	0 || 0
pencil	0 || 0
penetrate	2 || 1
people	1 || 1
people	0 || 0
pep	0 || 0
perceive	0 || 2
perch	0 || 0
perch	0 || 0
percolate	0 || 0
percolate	0 || 3
perfect	0 || 3
perfect	0 || 5
perfect	5 || 18
perforate	0 || 0
perforate	0 || 0
perform	1 || 0
peril	0 || 0
peril	3 || 0
perish	2 || 1
perk	0 || 1
perk	0 || 3
perk	0 || 1
perk	0 || 3
permeate	0 || 0
permit	0 || 2
permit	0 || 0
permute	0 || 0
perpetrate	1 || 0
perplex	2 || 0
persevere	0 || 1
persist	2 || 2
persist	2 || 2
personate	1 || 0
personify	1 || 0
persuade	1 || 1
pertain	0 || 0
perturb	1 || 1
pervade	0 || 0
pervert	1 || 0
pervert	1 || 3
pester	0 || 0
philander	0 || 2
phone	1 || 1
phone	0 || 1
photograph	0 || 0
photograph	0 || 2
phrase	0 || 1
phrase	0 || 0
pick	1 || 4
pick	3 || 7
pick	1 || 4
pick	3 || 7
pick	1 || 4
pick	3 || 7
pick	1 || 4
pick	3 || 7
pick	1 || 4
pick	3 || 7
picture	3 || 6
picture	0 || 0
piddle	0 || 0
piddle	0 || 0
piece	3 || 12
piece	2 || 3
pierce	0 || 0
pierce	1 || 0
pig	1 || 0
pig	0 || 0
pile	3 || 9
pile	0 || 1
pile	3 || 9
pile	0 || 1
pilfer	1 || 0
pillage	1 || 2
pillage	1 || 0
pillow	0 || 0
pillow	0 || 0
pilot	2 || 5
pilot	0 || 0
pin	4 || 2
pin	1 || 0
pin	4 || 2
pin	1 || 0
pinch	2 || 0
pinch	2 || 1
pine	0 || 0
pine	0 || 0
pine	0 || 0
pine	0 || 0
ping	0 || 0
ping	1 || 1
pink	0 || 0
pink	1 || 0
pink	0 || 0
pioneer	0 || 2
pioneer	0 || 6
pip	2 || 0
pip	0 || 3
pipe	3 || 1
pipe	0 || 1
piss	0 || 0
piss	0 || 0
pit	3 || 1
pit	1 || 1
pitch	1 || 1
pitch	2 || 2
placard	0 || 0
placard	0 || 0
place	2 || 4
place	1 || 4
place	2 || 4
place	1 || 4
plagiarise	0 || 0
plagiarize	0 || 0
plague	0 || 0
plague	0 || 0
plain	5 || 2
plain	3 || 0
plain	21 || 1
plain	4 || 2
plan	2 || 3
plan	0 || 0
plane	0 || 0
plane	0 || 2
plane	0 || 1
plant	0 || 1
plant	0 || 2
plate	0 || 0
plate	0 || 0
play	5 || 7
play	6 || 13
play	5 || 7
play	6 || 13
play	5 || 7
play	6 || 13
play	5 || 7
play	6 || 13
play	5 || 7
play	6 || 13
play	5 || 7
play	6 || 13
play	5 || 7
play	6 || 13
plead	1 || 0
pledge	0 || 0
pledge	0 || 1
plight	2 || 1
plight	0 || 0
plod	1 || 0
plod	0 || 0
plot	2 || 1
plot	0 || 0
plough	0 || 1
plough	0 || 0
plow	0 || 0
plow	0 || 1
pluck	0 || 1
pluck	1 || 1
plug	1 || 1
plug	1 || 4
plumb	0 || 0
plumb	0 || 1
plumb	0 || 0
plumb	0 || 2
plume	0 || 0
plume	0 || 2
plummet	0 || 0
plummet	0 || 0
plump	0 || 0
plump	6 || 1
plump	1 || 0
plump	2 || 0
plump	0 || 0
plump	6 || 1
plump	1 || 0
plump	2 || 0
plunder	1 || 0
plunder	2 || 1
plunge	0 || 0
plunge	1 || 3
plunk	0 || 0
plunk	3 || 0
plunk	1 || 0
plunk	0 || 0
plunk	3 || 0
plunk	1 || 0
ply	0 || 0
ply	0 || 0
pock	0 || 0
pock	1 || 0
poetise	0 || 0
poetize	0 || 0
point	6 || 8
point	1 || 1
point	6 || 8
point	1 || 1
poise	0 || 3
poise	2 || 1
poke	1 || 1
poke	1 || 0
poke	1 || 1
poke	1 || 0
poke	1 || 1
poke	1 || 0
poke	1 || 1
poke	1 || 0
poke	1 || 1
poke	1 || 0
polish	0 || 4
polish	1 || 5
polish	0 || 0
polish	0 || 4
polish	1 || 5
polish	0 || 0
polish	0 || 4
polish	1 || 5
polish	0 || 0
poll	0 || 0
poll	0 || 0
pollard	0 || 0
pollard	0 || 0
pollute	0 || 0
pommel	0 || 0
pommel	0 || 0
ponder	0 || 0
pooh-pooh	4 || 0
pool	3 || 0
pool	0 || 0
pop	1 || 0
pop	11 || 5
pop	0 || 1
pop	0 || 0
pop	1 || 0
pop	11 || 5
pop	0 || 1
pop	0 || 0
pop	1 || 0
pop	11 || 5
pop	0 || 1
pop	0 || 0
pop	1 || 0
pop	11 || 5
pop	0 || 1
pop	0 || 0
pop	1 || 0
pop	11 || 5
pop	0 || 1
pop	0 || 0
populate	0 || 0
pore	1 || 0
pore	0 || 0
portend	1 || 0
portion	2 || 5
portion	0 || 0
portion	2 || 5
portion	0 || 0
portray	2 || 1
pose	0 || 2
pose	3 || 5
posit	0 || 1
posit	2 || 0
position	0 || 3
position	1 || 2
possess	1 || 1
post	0 || 2
post	1 || 3
postdate	0 || 0
postpone	0 || 0
postulate	0 || 1
postulate	1 || 2
posture	0 || 5
posture	0 || 2
pot	2 || 5
pot	0 || 0
pouch	1 || 0
pouch	1 || 0
pound	0 || 2
pound	4 || 3
pound	0 || 2
pound	4 || 3
pound	0 || 2
pound	4 || 3
pour	0 || 0
pour	0 || 0
pour	0 || 0
pour	0 || 0
pout	1 || 0
pout	1 || 0
power	3 || 7
power	0 || 0
practice	1 || 1
practice	1 || 0
practice	1 || 1
practice	1 || 0
practise	0 || 0
praise	0 || 0
praise	0 || 0
prance	1 || 1
prance	0 || 3
pray	0 || 0
preach	0 || 0
precede	1 || 0
precipitate	0 || 0
precipitate	3 || 2
precipitate	1 || 2
preclude	1 || 1
predate	0 || 1
predetermine	0 || 0
predict	1 || 0
predominate	0 || 0
predominate	0 || 0
preempt	0 || 0
preempt	0 || 0
preface	0 || 0
preface	1 || 0
prefer	0 || 0
prefigure	2 || 0
prehend	1 || 0
prejudice	0 || 1
prejudice	0 || 0
premise	1 || 0
premise	1 || 0
premiss	1 || 0
premiss	0 || 0
preoccupy	1 || 0
prepare	1 || 5
preponderate	0 || 0
prepossess	2 || 1
presage	0 || 0
presage	1 || 0
prescribe	0 || 0
present	0 || 0
present	1 || 6
present	0 || 0
preserve	0 || 0
preserve	3 || 4
press	1 || 0
press	5 || 3
press	1 || 0
press	5 || 3
press	1 || 0
press	5 || 3
pressure	1 || 0
pressure	1 || 1
presume	1 || 2
presuppose	0 || 0
pretend	0 || 1
pretend	1 || 1
pretend	0 || 0
pretermit	0 || 0
prettify	0 || 1
prevail	3 || 0
prevent	1 || 2
previse	0 || 1
prey	1 || 2
prey	0 || 1
price	2 || 2
price	0 || 0
prick	5 || 0
prick	5 || 3
prime	0 || 0
prime	0 || 0
prime	0 || 2
print	1 || 0
print	1 || 0
prise	0 || 1
privilege	0 || 0
privilege	0 || 0
prize	1 || 1
prize	1 || 2
prize	0 || 0
probe	0 || 2
probe	0 || 0
proceed	1 || 5
process	2 || 2
process	1 || 3
proclaim	0 || 0
procrastinate	1 || 0
procreate	0 || 1
procure	0 || 1
prod	0 || 0
prod	0 || 0
produce	0 || 1
produce	1 || 5
profane	1 || 3
profane	1 || 2
proffer	0 || 1
proffer	1 || 1
profile	1 || 0
profile	0 || 0
profit	0 || 0
profit	0 || 0
prognosticate	1 || 0
program	1 || 3
program	0 || 0
programme	0 || 2
programme	0 || 0
progress	0 || 1
progress	0 || 8
progress	0 || 1
progress	0 || 8
prohibit	1 || 0
project	0 || 2
project	0 || 3
prolong	0 || 4
promise	1 || 1
promise	0 || 1
promote	1 || 2
prompt	0 || 4
prompt	1 || 5
prompt	1 || 12
promulgate	0 || 0
pronounce	1 || 1
prop	1 || 0
prop	1 || 2
prop	1 || 0
prop	1 || 2
propagate	0 || 1
propel	0 || 1
proportion	0 || 4
proportion	0 || 0
propose	1 || 1
prorogue	0 || 0
proscribe	1 || 0
prosecute	1 || 1
prospect	0 || 3
prospect	0 || 2
prosper	0 || 0
protect	0 || 0
protest	0 || 2
protest	0 || 0
protract	0 || 0
protrude	0 || 0
prove	0 || 6
provide	0 || 7
provision	1 || 0
provision	0 || 0
provoke	1 || 1
prowl	0 || 0
prowl	1 || 0
prune	0 || 0
prune	0 || 0
pry	0 || 0
pry	0 || 1
publicise	0 || 0
publicize	0 || 0
publish	0 || 0
pucker	0 || 0
pucker	1 || 1
puddle	2 || 0
puddle	0 || 3
puff	1 || 1
puff	4 || 8
puff	0 || 0
puff	1 || 1
puff	4 || 8
puff	0 || 0
pull	1 || 1
pull	6 || 8
pull	1 || 1
pull	6 || 8
pull	1 || 1
pull	6 || 8
pull	1 || 1
pull	6 || 8
pull	1 || 1
pull	6 || 8
pull	1 || 1
pull	6 || 8
pull	1 || 1
pull	6 || 8
pull	1 || 1
pull	6 || 8
pull	1 || 1
pull	6 || 8
pull	1 || 1
pull	6 || 8
pull	1 || 1
pull	6 || 8
pull	1 || 1
pull	6 || 8
pull	1 || 1
pull	6 || 8
pull	1 || 1
pull	6 || 8
pull	1 || 1
pull	6 || 8
pull	1 || 1
pull	6 || 8
pull	1 || 1
pull	6 || 8
pull	1 || 1
pull	6 || 8
pull	1 || 1
pull	6 || 8
pullulate	0 || 1
pulsate	2 || 0
pulse	3 || 1
pulse	1 || 0
pummel	0 || 0
pump	0 || 0
pump	2 || 3
punch	0 || 1
punch	0 || 1
punctuate	0 || 1
punish	2 || 1
punt	1 || 2
punt	0 || 0
purchase	1 || 0
purchase	0 || 0
puree	0 || 1
puree	0 || 0
purloin	1 || 0
purport	0 || 0
purport	0 || 0
purpose	0 || 6
purpose	0 || 0
pursue	2 || 2
purvey	0 || 0
push	1 || 3
push	7 || 5
push	1 || 3
push	7 || 5
push	1 || 3
push	7 || 5
push	1 || 3
push	7 || 5
push	1 || 3
push	7 || 5
pussyfoot	1 || 0
put	0 || 0
put	2 || 10
put	0 || 0
put	2 || 10
put	0 || 0
put	2 || 10
put	0 || 0
put	2 || 10
put	0 || 0
put	2 || 10
put	0 || 0
put	2 || 10
put	0 || 0
put	2 || 10
put	0 || 0
put	2 || 10
put	0 || 0
put	2 || 10
put	0 || 0
put	2 || 10
put	0 || 0
put	2 || 10
put	0 || 0
put	2 || 10
put	0 || 0
put	2 || 10
put	0 || 0
put	2 || 10
put	0 || 0
put	2 || 10
put	0 || 0
put	2 || 10
put	0 || 0
put	2 || 10
put	0 || 0
put	2 || 10
put	0 || 0
put	2 || 10
put	0 || 0
put	2 || 10
put	0 || 0
put	2 || 10
puzzle	0 || 1
puzzle	3 || 2
puzzle	0 || 1
puzzle	3 || 2
quail	1 || 1
quail	2 || 0
qualify	1 || 6
quantify	0 || 0
quarrel	1 || 0
quarrel	0 || 0
quarter	2 || 0
quarter	1 || 1
quash	3 || 0
queer	5 || 0
queer	7 || 1
queer	6 || 0
quell	0 || 0
query	0 || 1
query	0 || 0
quest	0 || 1
quest	0 || 2
quest	0 || 1
quest	0 || 2
quest	0 || 1
quest	0 || 2
question	0 || 1
question	3 || 0
quetch	2 || 0
queue	0 || 0
queue	0 || 3
queue	0 || 0
queue	0 || 3
quicken	1 || 2
quiesce	5 || 3
quiet	6 || 9
quiet	10 || 9
quiet	20 || 25
quiet	4 || 3
quiet	6 || 9
quiet	10 || 9
quiet	20 || 25
quiet	4 || 3
quieten	10 || 11
quit	2 || 8
quiver	0 || 0
quiver	1 || 0
quiz	0 || 0
quiz	0 || 0
quote	0 || 0
quote	0 || 0
rabbit	1 || 0
rabbit	0 || 0
race	0 || 2
race	2 || 0
rack	1 || 0
rack	0 || 0
rack	1 || 0
rack	0 || 0
radiate	1 || 4
raft	1 || 4
raft	1 || 0
rag	1 || 2
rag	7 || 2
raid	0 || 0
raid	1 || 0
rail	2 || 1
rail	3 || 2
raiment	0 || 1
raiment	0 || 0
rain	0 || 2
rain	1 || 0
rain	0 || 2
rain	1 || 0
rain	0 || 2
rain	1 || 0
rain	0 || 2
rain	1 || 0
raise	1 || 2
raise	7 || 18
raise	1 || 2
raise	7 || 18
rake	0 || 0
rake	1 || 1
rally	0 || 2
rally	3 || 7
ram	0 || 0
ram	2 || 1
ram	0 || 0
ram	2 || 1
ramble	0 || 0
ramble	0 || 0
ramp	1 || 0
ramp	1 || 2
range	1 || 5
range	1 || 5
rank	0 || 2
rank	0 || 1
rank	5 || 2
ransack	1 || 0
rant	1 || 1
rant	0 || 0
rap	0 || 2
rap	0 || 0
rape	0 || 0
rape	2 || 1
rarify	0 || 0
rase	4 || 0
rat	5 || 0
rat	1 || 0
rate	0 || 1
rate	0 || 2
ratify	0 || 0
ration	0 || 1
ration	0 || 0
ration	0 || 1
ration	0 || 0
rationalise	2 || 3
rationalize	2 || 3
ravage	1 || 0
ravage	2 || 0
rave	0 || 1
rave	0 || 0
ravel	0 || 0
ravel	0 || 0
ravel	0 || 0
ravel	0 || 0
ravish	1 || 0
raze	4 || 0
razz	1 || 0
razz	2 || 1
re	0 || 0
re	0 || 0
re	0 || 0
re	0 || 0
re	0 || 0
re-create	1 || 0
re-emerge	0 || 0
re-start	0 || 1
reach	0 || 1
reach	0 || 1
reach	0 || 1
reach	0 || 1
react	0 || 1
read	0 || 1
read	1 || 4
readapt	0 || 0
readjust	1 || 0
ready	0 || 0
ready	0 || 2
ready	0 || 3
reaffirm	0 || 0
realise	0 || 5
realize	0 || 5
reanimate	0 || 0
reap	0 || 2
reappear	0 || 0
rear	0 || 1
rear	0 || 9
rear	0 || 0
rearrange	0 || 0
reason	1 || 8
reason	0 || 0
reason	1 || 8
reason	0 || 0
reassert	0 || 1
reassess	0 || 0
reassign	1 || 0
reassure	0 || 3
reave	1 || 0
rebel	1 || 2
rebel	0 || 1
rebel	0 || 0
rebound	0 || 0
rebound	0 || 0
rebuke	0 || 0
rebuke	4 || 1
rebut	2 || 0
recall	1 || 0
recall	1 || 2
recapitulate	0 || 0
recapture	0 || 0
recapture	1 || 1
recede	1 || 0
receipt	0 || 0
receipt	0 || 0
receive	2 || 5
recess	1 || 0
recess	0 || 1
reciprocate	0 || 0
recite	0 || 0
reckon	2 || 1
reclaim	2 || 0
recline	1 || 0
recognise	0 || 2
recognize	0 || 2
recoil	1 || 0
recoil	2 || 1
recollect	0 || 2
recommend	0 || 2
recompense	0 || 0
recompense	1 || 0
reconcile	0 || 4
reconsider	0 || 0
reconstruct	0 || 2
record	2 || 5
record	3 || 2
recount	0 || 0
recount	0 || 0
recoup	1 || 1
recover	0 || 2
recreate	0 || 0
recrudesce	0 || 1
recruit	0 || 0
recruit	0 || 1
rectify	1 || 5
recumb	0 || 0
recuperate	0 || 4
recur	0 || 0
recycle	0 || 0
redact	0 || 0
redact	0 || 1
rede	1 || 0
redeem	0 || 0
redress	1 || 0
redress	0 || 1
reduce	18 || 2
reduplicate	0 || 1
reel	0 || 3
reel	1 || 0
reelect	0 || 0
reenforce	0 || 0
reestablish	0 || 1
reevaluate	0 || 0
reexamine	0 || 0
refer	0 || 3
reference	0 || 2
reference	0 || 0
refinance	0 || 0
refine	1 || 6
reflect	0 || 3
reform	0 || 1
reform	3 || 1
refrain	0 || 0
refrain	0 || 0
refresh	0 || 6
refund	0 || 0
refund	0 || 0
refurbish	0 || 1
refuse	1 || 0
refuse	4 || 1
refute	2 || 0
regain	1 || 1
regale	0 || 2
regard	2 || 5
regard	0 || 0
regenerate	2 || 2
regenerate	0 || 0
register	2 || 3
register	0 || 2
regress	0 || 1
regress	2 || 0
regret	3 || 0
regret	8 || 0
regroup	0 || 0
regularise	1 || 0
regularize	1 || 0
regulate	0 || 0
rehearse	0 || 0
reign	1 || 1
reign	0 || 0
reignite	0 || 1
reimburse	0 || 0
rein	0 || 2
rein	1 || 1
rein	0 || 2
rein	1 || 1
reincarnate	1 || 0
reincarnate	0 || 0
reinforce	0 || 1
reinstate	0 || 1
reissue	0 || 0
reissue	0 || 0
reiterate	0 || 0
reject	2 || 0
reject	9 || 2
rejoin	0 || 0
rejuvenate	1 || 3
relate	0 || 3
relax	3 || 14
release	0 || 2
release	0 || 6
relegate	3 || 3
relent	0 || 0
relieve	3 || 5
relieve	3 || 5
relinquish	1 || 3
relish	0 || 3
relish	0 || 0
rely	0 || 1
remain	3 || 3
remain	3 || 3
remand	1 || 0
remand	1 || 1
remark	0 || 0
remark	0 || 2
remediate	0 || 0
remedy	2 || 0
remedy	0 || 0
remember	2 || 3
remind	1 || 2
remit	0 || 0
remit	1 || 0
remonstrate	4 || 1
remove	0 || 1
remove	3 || 0
remunerate	0 || 0
rend	1 || 0
render	0 || 0
render	3 || 2
renew	1 || 0
renounce	0 || 4
renovate	0 || 1
rent	0 || 1
rent	1 || 1
rend	1 || 0
reopen	0 || 1
reorganise	0 || 1
reorganize	0 || 1
reorient	1 || 0
repair	0 || 1
repair	2 || 1
repatriate	0 || 0
repatriate	0 || 0
repay	0 || 0
repeal	0 || 0
repeal	0 || 0
repeat	0 || 0
repeat	0 || 1
repel	4 || 0
rephrase	1 || 0
replace	6 || 2
replicate	0 || 1
reply	0 || 0
reply	0 || 0
report	4 || 3
report	1 || 2
repose	1 || 2
repose	2 || 1
repose	1 || 2
repose	2 || 1
reposition	1 || 0
reposition	0 || 0
repossess	0 || 0
represent	0 || 7
repress	3 || 0
reprieve	1 || 0
reprieve	2 || 0
reprimand	0 || 0
reprimand	4 || 1
reprint	0 || 0
reprint	0 || 0
reprise	0 || 0
reprize	0 || 0
reprocess	0 || 0
reproduce	0 || 3
reproof	0 || 0
reproof	4 || 1
repudiate	0 || 0
repugn	0 || 0
repulse	0 || 0
repulse	2 || 0
request	0 || 0
request	0 || 0
require	1 || 3
requite	0 || 0
rescind	0 || 0
rescue	0 || 0
rescue	1 || 1
research	0 || 0
research	0 || 0
resect	0 || 0
resemble	0 || 0
reserve	0 || 2
reserve	0 || 1
reset	0 || 0
reset	1 || 0
resettle	0 || 0
resew	0 || 0
reshuffle	1 || 0
reshuffle	1 || 0
reside	0 || 1
resign	1 || 7
resile	1 || 1
resist	1 || 2
resolve	0 || 1
resolve	0 || 1
resound	0 || 0
respect	1 || 6
respect	0 || 0
respire	0 || 3
respite	1 || 0
respite	2 || 0
respond	1 || 0
rest	0 || 0
rest	5 || 2
rest	0 || 0
rest	5 || 2
restart	0 || 1
restate	0 || 0
restitute	0 || 0
restore	1 || 4
restrain	0 || 0
restrengthen	0 || 1
restrict	1 || 1
result	0 || 2
result	0 || 0
resume	0 || 0
resume	1 || 4
resurrect	6 || 1
resuscitate	0 || 1
retail	1 || 0
retail	0 || 0
retail	0 || 0
retail	0 || 0
retain	0 || 1
retake	0 || 0
retake	0 || 0
retard	1 || 0
retard	5 || 1
retell	0 || 0
rethink	0 || 0
rethink	0 || 0
retire	3 || 1
retool	0 || 1
retort	1 || 1
retort	0 || 0
retrace	0 || 0
retreat	3 || 2
retreat	1 || 0
retrieve	0 || 3
retrograde	0 || 0
retrograde	0 || 0
retrogress	1 || 0
retrospect	0 || 0
retrospect	0 || 0
retrovert	1 || 0
return	2 || 3
return	4 || 1
reuse	0 || 0
rev	0 || 0
rev	0 || 2
rev	0 || 0
rev	0 || 2
revalue	0 || 1
reveal	1 || 4
revel	0 || 1
revel	0 || 2
reverberate	0 || 1
revere	0 || 0
revere	2 || 0
reverence	2 || 3
reverence	2 || 0
reverse	0 || 1
reverse	1 || 0
reverse	0 || 0
revert	1 || 0
review	4 || 2
review	0 || 1
revise	0 || 0
revise	0 || 1
revive	2 || 2
revivify	0 || 0
revoke	0 || 1
revoke	0 || 1
revolt	0 || 1
revolt	3 || 2
revolutionise	0 || 0
revolutionize	0 || 0
revolve	0 || 0
revolve	0 || 0
revolve	0 || 0
reward	1 || 1
reward	0 || 2
reword	1 || 0
rewrite	0 || 0
rewrite	1 || 0
rib	0 || 0
rib	1 || 3
rick	0 || 0
rick	0 || 0
ricochet	0 || 0
ricochet	0 || 0
rid	0 || 1
rid	0 || 1
riddle	1 || 0
riddle	1 || 0
ride	0 || 0
ride	3 || 8
ride	0 || 0
ride	3 || 8
ride	0 || 0
ride	3 || 8
ridicule	1 || 0
ridicule	1 || 3
rifle	0 || 0
rifle	1 || 0
rig	0 || 1
rig	0 || 3
right	0 || 3
right	0 || 5
right	0 || 16
right	0 || 11
rile	0 || 1
ring	2 || 3
ring	0 || 1
rip	0 || 1
rip	1 || 0
rip	0 || 1
rip	1 || 0
rip	0 || 1
rip	1 || 0
ripen	0 || 2
riposte	1 || 1
riposte	0 || 0
rise	0 || 2
rise	2 || 25
rise	0 || 2
rise	2 || 25
risk	1 || 0
risk	0 || 0
rival	0 || 0
rival	0 || 0
rive	1 || 0
rivet	0 || 0
rivet	0 || 0
roam	0 || 0
roast	1 || 0
roast	2 || 3
roast	1 || 0
rob	1 || 0
rock	2 || 4
rock	0 || 0
rocket	0 || 3
rocket	0 || 1
roil	0 || 1
role	0 || 1
roleplay	0 || 0
roll	3 || 3
roll	2 || 4
roll	3 || 3
roll	2 || 4
roll	3 || 3
roll	2 || 4
roll	3 || 3
roll	2 || 4
roll	3 || 3
roll	2 || 4
rollick	0 || 0
romance	0 || 1
romance	0 || 2
romance	0 || 0
romp	1 || 1
romp	0 || 0
rook	1 || 0
rook	1 || 0
room	1 || 2
room	1 || 0
roost	0 || 0
roost	1 || 0
root	0 || 0
root	3 || 1
rootle	0 || 0
rot	2 || 0
rot	1 || 0
rotate	0 || 0
round	6 || 0
round	2 || 4
round	0 || 0
round	1 || 0
round	6 || 0
round	2 || 4
round	0 || 0
round	1 || 0
round	6 || 0
round	2 || 4
round	0 || 0
round	1 || 0
round	6 || 0
round	2 || 4
round	0 || 0
round	1 || 0
rouse	0 || 6
rout	0 || 0
rout	0 || 0
rout	0 || 0
rout	0 || 0
rove	0 || 0
reeve	0 || 0
row	1 || 0
row	0 || 0
rub	0 || 1
rub	0 || 0
rub	0 || 1
rub	0 || 0
ruffle	0 || 0
ruffle	0 || 6
rule	0 || 3
rule	1 || 0
rule	0 || 3
rule	1 || 0
ruminate	0 || 0
run	3 || 1
run	13 || 7
run	3 || 1
run	13 || 7
run	3 || 1
run	13 || 7
run	3 || 1
run	13 || 7
run	3 || 1
run	13 || 7
run	3 || 1
run	13 || 7
run	3 || 1
run	13 || 7
run	3 || 1
run	13 || 7
run	3 || 1
run	13 || 7
run	3 || 1
run	13 || 7
run	3 || 1
run	13 || 7
run	3 || 1
run	13 || 7
run	3 || 1
run	13 || 7
run	3 || 1
run	13 || 7
run	3 || 1
run	13 || 7
run	3 || 1
run	13 || 7
run	3 || 1
run	13 || 7
run	3 || 1
run	13 || 7
run	3 || 1
run	13 || 7
rupture	0 || 1
rupture	0 || 0
rush	1 || 5
rush	2 || 0
rush	0 || 0
rush	1 || 5
rush	2 || 0
rush	0 || 0
rust	0 || 0
rust	1 || 0
rust	0 || 0
rustle	0 || 0
rustle	2 || 0
sabotage	1 || 1
sabotage	0 || 0
sack	1 || 2
sack	0 || 2
sack	1 || 2
sack	0 || 2
sacrifice	2 || 3
sacrifice	0 || 1
saddle	0 || 0
